Ranking Week,Rank,Name,Country,Points,Tournaments,Member ID
6/15/2021,40,Thomas ROUXEL,FRA,37137,25,38500
6/15/2021,41,Koki WATANABE,JPN,37126,15,97174
6/15/2021,42,LOH Kean Yew,SGP,36684,17,76115
6/15/2021,43,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
6/15/2021,44,Brian YANG,CAN,35188,31,63122
6/15/2021,45,Jason Anthony HO-SHUE,CAN,34990,30,93791
6/15/2021,46,WONG Wing Ki Vincent,HKG,34050,17,55280
6/15/2021,47,Misha ZILBERMAN,ISR,33774,26,52953
6/15/2021,48,SUN Fei Xiang,CHN,33690,15,57762
6/15/2021,49,Ygor COELHO,BRA,33059,25,96429
6/15/2021,50,Kodai NARAOKA,JPN,32787,13,62063
6/15/2021,51,Suppanyu AVIHINGSANON,THA,32486,21,46874
6/15/2021,52,Subhankar DEY,IND,31905,18,60967
6/15/2021,53,Nhat NGUYEN,IRL,31797,25,85095
6/15/2021,54,Pablo ABIAN,ESP,31530,31,14251
6/15/2021,55,LEE Dong Keun,KOR,30835,16,64933
6/15/2021,56,Toby PENTY,ENG,30289,20,88523
6/15/2021,57,Felix BURESTEDT,SWE,30201,22,83985
6/15/2021,58,Max WEISSKIRCHEN,GER,30043,24,84815
6/15/2021,59,Kevin CORDON,GUA,29232,16,54897
6/15/2021,60,Tien Minh NGUYEN,VIE,28955,16,14107
6/15/2021,61,Ajay JAYARAM,IND,28810,19,55351
6/15/2021,62,Victor SVENDSEN,DEN,27370,18,59420
6/15/2021,63,Chico Aura DWI WARDOYO,INA,27370,15,71408
6/15/2021,64,LI Shi Feng,CHN,27340,12,95476
6/15/2021,65,Xiaodong SHENG,CAN,27050,20,77143
6/15/2021,66,SON Wan Ho,KOR,26635,10,54346
6/15/2021,67,CHEAM June Wei,MAS,26190,17,92796
6/15/2021,68,Luís Enrique PEÑALVER,ESP,25810,30,71221
6/15/2021,69,Lino MUNOZ,MEX,25669,21,96461
6/15/2021,70,Kalle KOLJONEN,FIN,25142,25,92655
6/15/2021,71,Christo POPOV,FRA,24817,16,72885
6/15/2021,72,SOONG Joo Ven,MAS,24757,13,87117
6/15/2021,73,Kai SCHAEFER,GER,24680,30,20808
6/15/2021,74,LIN Yu Hsien,TPE,24460,13,91665
6/15/2021,75,Lucas CLAERBOUT,FRA,23974,24,89506
6/15/2021,76,Sergey SIRANT,RUS,23914,25,93878
6/15/2021,77,Lucas CORVEE,FRA,23890,18,89416
6/15/2021,78,Mads CHRISTOPHERSEN,DEN,23720,16,83938
6/15/2021,79,LIN Chun-Yi,TPE,23600,11,86114
6/15/2021,80,Ade Resky DWICAHYO,AZE,23276,25,78890
6/15/2021,81,Vladimir MALKOV,RUS,22695,22,51682
6/15/2021,82,Ditlev Jaeger HOLM,DEN,22590,15,90130
6/15/2021,83,B. R. Sankeerth,CAN,22240,36,61819
6/15/2021,84,Georges Julien PAUL,MRI,21459,19,64839
6/15/2021,85,Eetu HEINO,FIN,21110,22,54484
6/15/2021,86,Luka WRABER,AUT,21018,30,56274
6/15/2021,87,Timothy LAM,USA,20869,27,80787
6/15/2021,88,Iskandar ZULKARNAIN,MAS,20660,11,31871
6/15/2021,89,NG Tze Yong,MAS,20600,9,81362
6/15/2021,90,Raul MUST,EST,20543,20,51531
6/15/2021,91,Abhinav MANOTA,NZL,20507,20,58628
6/15/2021,92,Kim BRUUN,DEN,20400,17,96545
6/15/2021,93,Gergely KRAUSZ,HUN,20220,29,56755
6/15/2021,94,Joran KWEEKEL,NED,19938,22,62286
6/15/2021,95,Maxime MOREELS,BEL,19826,35,25625
6/15/2021,96,LU Chia Hung,TPE,19760,14,91254
6/15/2021,97,Artem POCHTAROV,UKR,19625,21,20301
6/15/2021,98,Arnaud MERKLE,FRA,19235,18,59543
6/15/2021,99,Osleni GUERRERO,CUB,19150,12,52364
6/8/2021,1,Kento MOMOTA,JPN,109118,15,89785
6/8/2021,2,Viktor AXELSEN,DEN,98486,23,25831
6/8/2021,3,Anders ANTONSEN,DEN,94875,24,91554
6/8/2021,4,CHOU Tien Chen,TPE,89828,25,34810
6/8/2021,5,Anthony Sinisuka GINTING,INA,82182,23,95661
6/8/2021,6,CHEN Long,CHN,78440,17,75787
6/8/2021,7,Jonatan CHRISTIE,INA,74770,23,73442
6/8/2021,8,LEE Zii Jia,MAS,69389,25,81561
6/8/2021,9,NG Ka Long Angus,HKG,69270,24,45171
6/8/2021,10,WANG Tzu Wei,TPE,63393,32,87375
6/8/2021,11,SHI Yu Qi,CHN,62061,13,57945
6/8/2021,12,Rasmus GEMKE,DEN,61070,26,62855
6/8/2021,13,Kanta TSUNEYAMA,JPN,58405,23,57823
6/8/2021,14,KIDAMBI Srikanth,IND,56499,26,93627
6/8/2021,15,SAI PRANEETH B.,IND,56467,22,42776
6/8/2021,16,Kenta NISHIMOTO,JPN,54233,24,85394
6/8/2021,17,LEE Cheuk Yiu,HKG,53961,23,94780
6/8/2021,18,Kantaphon WANGCHAROEN,THA,53571,28,92508
6/8/2021,19,Shesar Hiren RHUSTAVITO,INA,50630,24,81887
6/8/2021,20,Hans-Kristian Solberg VITTINGHUS,DEN,50108,23,53753
6/8/2021,21,LIN Dan,CHN,47670,20,50906
6/8/2021,22,Jan O JORGENSEN,DEN,47664,17,54431
6/8/2021,23,Lakshya SEN,IND,46597,23,68870
6/8/2021,24,Kunlavut VITIDSARN,THA,46348,22,64032
6/8/2021,25,Sitthikom THAMMASIN,THA,46257,23,58963
6/8/2021,26,LU Guang Zu,CHN,45869,19,77427
6/8/2021,27,Sameer VERMA,IND,45319,25,77003
6/8/2021,28,HUANG Yu Xiang,CHN,45000,17,71261
6/8/2021,29,Mark CALJOUW,NED,44619,28,76973
6/8/2021,30,PRANNOY H. S.,IND,43535,26,83950
6/8/2021,31,PARUPALLI Kashyap,IND,43440,25,53944
6/8/2021,32,Tommy SUGIARTO,INA,42400,18,14587
6/8/2021,33,Toma Junior POPOV,FRA,40958,23,61628
6/8/2021,34,LIEW Daren,MAS,40250,22,52864
6/8/2021,35,Sourabh VERMA,IND,40169,21,25925
6/8/2021,36,Brice LEVERDEZ,FRA,39804,30,52968
6/8/2021,37,Khosit PHETPRADAB,THA,39793,23,29449
6/8/2021,38,HEO Kwang Hee,KOR,38057,23,68718
6/8/2021,39,ZHAO Jun Peng,CHN,37395,14,95930
6/8/2021,40,Thomas ROUXEL,FRA,37137,25,38500
6/8/2021,41,Koki WATANABE,JPN,37126,15,97174
6/8/2021,42,LOH Kean Yew,SGP,36684,17,76115
6/8/2021,43,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
6/8/2021,44,Brian YANG,CAN,35188,31,63122
6/8/2021,45,Jason Anthony HO-SHUE,CAN,34990,30,93791
6/8/2021,46,WONG Wing Ki Vincent,HKG,34050,17,55280
6/8/2021,47,Misha ZILBERMAN,ISR,33774,26,52953
6/8/2021,48,SUN Fei Xiang,CHN,33690,15,57762
6/8/2021,49,Ygor COELHO,BRA,33059,25,96429
6/8/2021,50,Kodai NARAOKA,JPN,32787,13,62063
6/8/2021,51,Suppanyu AVIHINGSANON,THA,32486,21,46874
6/8/2021,52,Subhankar DEY,IND,31905,18,60967
6/8/2021,53,Nhat NGUYEN,IRL,31797,25,85095
6/8/2021,54,Pablo ABIAN,ESP,31530,31,14251
6/8/2021,55,LEE Dong Keun,KOR,30835,16,64933
6/8/2021,56,Toby PENTY,ENG,30289,20,88523
6/8/2021,57,Felix BURESTEDT,SWE,30201,22,83985
6/8/2021,58,Max WEISSKIRCHEN,GER,30043,24,84815
6/8/2021,59,Kevin CORDON,GUA,29232,16,54897
6/8/2021,60,Tien Minh NGUYEN,VIE,28955,16,14107
6/8/2021,61,Ajay JAYARAM,IND,28810,19,55351
6/8/2021,62,Victor SVENDSEN,DEN,27370,18,59420
6/8/2021,63,Chico Aura DWI WARDOYO,INA,27370,15,71408
6/8/2021,64,LI Shi Feng,CHN,27340,12,95476
6/8/2021,65,Xiaodong SHENG,CAN,27050,20,77143
6/8/2021,66,SON Wan Ho,KOR,26635,10,54346
6/8/2021,67,CHEAM June Wei,MAS,26190,17,92796
6/8/2021,68,Luís Enrique PEÑALVER,ESP,25810,30,71221
6/8/2021,69,Lino MUNOZ,MEX,25669,21,96461
6/8/2021,70,Kalle KOLJONEN,FIN,25142,25,92655
6/8/2021,71,Christo POPOV,FRA,24817,16,72885
6/8/2021,72,SOONG Joo Ven,MAS,24757,13,87117
6/8/2021,73,Kai SCHAEFER,GER,24680,30,20808
6/8/2021,74,LIN Yu Hsien,TPE,24460,13,91665
6/8/2021,75,Lucas CLAERBOUT,FRA,23974,24,89506
6/8/2021,76,Sergey SIRANT,RUS,23914,25,93878
6/8/2021,77,Lucas CORVEE,FRA,23890,18,89416
6/8/2021,78,Mads CHRISTOPHERSEN,DEN,23720,16,83938
6/8/2021,79,LIN Chun-Yi,TPE,23600,11,86114
6/8/2021,80,Ade Resky DWICAHYO,AZE,23276,25,78890
6/8/2021,81,Vladimir MALKOV,RUS,22695,22,51682
6/8/2021,82,Ditlev Jaeger HOLM,DEN,22590,15,90130
6/8/2021,83,B. R. Sankeerth,CAN,22240,35,61819
6/8/2021,84,Georges Julien PAUL,MRI,21459,19,64839
6/8/2021,85,Eetu HEINO,FIN,21110,22,54484
6/8/2021,86,Luka WRABER,AUT,21018,30,56274
6/8/2021,87,Timothy LAM,USA,20869,27,80787
6/8/2021,88,Iskandar ZULKARNAIN,MAS,20660,11,31871
6/8/2021,89,NG Tze Yong,MAS,20600,9,81362
6/8/2021,90,Raul MUST,EST,20543,20,51531
6/8/2021,91,Abhinav MANOTA,NZL,20507,20,58628
6/8/2021,92,Kim BRUUN,DEN,20400,17,96545
6/8/2021,93,Gergely KRAUSZ,HUN,20220,29,56755
6/8/2021,94,Joran KWEEKEL,NED,19938,22,62286
6/8/2021,95,Maxime MOREELS,BEL,19826,35,25625
6/8/2021,96,LU Chia Hung,TPE,19760,14,91254
6/8/2021,97,Artem POCHTAROV,UKR,19625,21,20301
6/8/2021,98,Arnaud MERKLE,FRA,19235,18,59543
6/8/2021,99,Osleni GUERRERO,CUB,19150,12,52364
6/1/2021,1,Kento MOMOTA,JPN,109118,15,89785
6/1/2021,2,Viktor AXELSEN,DEN,98486,23,25831
6/1/2021,3,Anders ANTONSEN,DEN,94875,24,91554
6/1/2021,4,CHOU Tien Chen,TPE,89828,25,34810
6/1/2021,5,Anthony Sinisuka GINTING,INA,82182,23,95661
6/1/2021,6,CHEN Long,CHN,78440,17,75787
6/1/2021,7,Jonatan CHRISTIE,INA,74770,23,73442
6/1/2021,8,LEE Zii Jia,MAS,69389,25,81561
6/1/2021,9,NG Ka Long Angus,HKG,69270,24,45171
6/1/2021,10,WANG Tzu Wei,TPE,63393,32,87375
6/1/2021,11,SHI Yu Qi,CHN,62061,13,57945
6/1/2021,12,Rasmus GEMKE,DEN,61070,26,62855
6/1/2021,13,Kanta TSUNEYAMA,JPN,58405,23,57823
6/1/2021,14,KIDAMBI Srikanth,IND,56499,26,93627
6/1/2021,15,SAI PRANEETH B.,IND,56467,22,42776
6/1/2021,16,Kenta NISHIMOTO,JPN,54233,24,85394
6/1/2021,17,LEE Cheuk Yiu,HKG,53961,23,94780
6/1/2021,18,Kantaphon WANGCHAROEN,THA,53571,28,92508
6/1/2021,19,Shesar Hiren RHUSTAVITO,INA,50630,24,81887
6/1/2021,20,Hans-Kristian Solberg VITTINGHUS,DEN,50108,23,53753
6/1/2021,21,LIN Dan,CHN,47670,20,50906
6/1/2021,22,Jan O JORGENSEN,DEN,47664,17,54431
6/1/2021,23,Lakshya SEN,IND,46597,23,68870
6/1/2021,24,Kunlavut VITIDSARN,THA,46348,22,64032
6/1/2021,25,Sitthikom THAMMASIN,THA,46257,23,58963
6/1/2021,26,LU Guang Zu,CHN,45869,19,77427
6/1/2021,27,Sameer VERMA,IND,45319,25,77003
6/1/2021,28,HUANG Yu Xiang,CHN,45000,17,71261
6/1/2021,29,Mark CALJOUW,NED,44619,28,76973
6/1/2021,30,PRANNOY H. S.,IND,43535,26,83950
6/1/2021,31,PARUPALLI Kashyap,IND,43440,25,53944
6/1/2021,32,Tommy SUGIARTO,INA,42400,18,14587
6/1/2021,33,Toma Junior POPOV,FRA,40958,23,61628
6/1/2021,34,LIEW Daren,MAS,40250,22,52864
6/1/2021,35,Sourabh VERMA,IND,40169,21,25925
6/1/2021,36,Brice LEVERDEZ,FRA,39804,30,52968
6/1/2021,37,Khosit PHETPRADAB,THA,39793,23,29449
6/1/2021,38,HEO Kwang Hee,KOR,38057,23,68718
6/1/2021,39,ZHAO Jun Peng,CHN,37395,14,95930
6/1/2021,40,Thomas ROUXEL,FRA,37137,25,38500
6/1/2021,41,Koki WATANABE,JPN,37126,15,97174
6/1/2021,42,LOH Kean Yew,SGP,36684,17,76115
6/1/2021,43,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
6/1/2021,44,Brian YANG,CAN,35188,31,63122
6/1/2021,45,Jason Anthony HO-SHUE,CAN,34990,30,93791
6/1/2021,46,WONG Wing Ki Vincent,HKG,34050,17,55280
6/1/2021,47,Misha ZILBERMAN,ISR,33774,26,52953
6/1/2021,48,SUN Fei Xiang,CHN,33690,15,57762
6/1/2021,49,Ygor COELHO,BRA,33059,25,96429
6/1/2021,50,Kodai NARAOKA,JPN,32787,13,62063
6/1/2021,51,Suppanyu AVIHINGSANON,THA,32486,21,46874
6/1/2021,52,Subhankar DEY,IND,31905,18,60967
6/1/2021,53,Nhat NGUYEN,IRL,31797,25,85095
6/1/2021,54,Pablo ABIAN,ESP,31530,31,14251
6/1/2021,55,LEE Dong Keun,KOR,30835,16,64933
6/1/2021,56,Toby PENTY,ENG,30289,20,88523
6/1/2021,57,Felix BURESTEDT,SWE,30201,22,83985
6/1/2021,58,Max WEISSKIRCHEN,GER,30043,24,84815
6/1/2021,59,Kevin CORDON,GUA,29232,16,54897
6/1/2021,60,Tien Minh NGUYEN,VIE,28955,16,14107
6/1/2021,61,Ajay JAYARAM,IND,28810,19,55351
6/1/2021,62,Victor SVENDSEN,DEN,27370,18,59420
6/1/2021,63,Chico Aura DWI WARDOYO,INA,27370,15,71408
6/1/2021,64,LI Shi Feng,CHN,27340,12,95476
6/1/2021,65,Xiaodong SHENG,CAN,27050,20,77143
6/1/2021,66,SON Wan Ho,KOR,26635,10,54346
6/1/2021,67,CHEAM June Wei,MAS,26190,17,92796
6/1/2021,68,Luís Enrique PEÑALVER,ESP,25810,30,71221
6/1/2021,69,Lino MUNOZ,MEX,25669,21,96461
6/1/2021,70,Kalle KOLJONEN,FIN,25142,25,92655
6/1/2021,71,Christo POPOV,FRA,24817,16,72885
6/1/2021,72,SOONG Joo Ven,MAS,24757,13,87117
6/1/2021,73,Kai SCHAEFER,GER,24680,30,20808
6/1/2021,74,LIN Yu Hsien,TPE,24460,13,91665
6/1/2021,75,Lucas CLAERBOUT,FRA,23974,24,89506
6/1/2021,76,Sergey SIRANT,RUS,23914,25,93878
6/1/2021,77,Lucas CORVEE,FRA,23890,18,89416
6/1/2021,78,Mads CHRISTOPHERSEN,DEN,23720,16,83938
6/1/2021,79,LIN Chun-Yi,TPE,23600,11,86114
6/1/2021,80,Ade Resky DWICAHYO,AZE,23276,25,78890
6/1/2021,81,Vladimir MALKOV,RUS,22695,22,51682
6/1/2021,82,Ditlev Jaeger HOLM,DEN,22590,15,90130
6/1/2021,83,B. R. Sankeerth,CAN,22240,35,61819
6/1/2021,84,Georges Julien PAUL,MRI,21459,19,64839
6/1/2021,85,Eetu HEINO,FIN,21110,22,54484
6/1/2021,86,Luka WRABER,AUT,21018,30,56274
6/1/2021,87,Timothy LAM,USA,20869,27,80787
6/1/2021,88,Iskandar ZULKARNAIN,MAS,20660,11,31871
6/1/2021,89,NG Tze Yong,MAS,20600,9,81362
6/1/2021,90,Raul MUST,EST,20543,20,51531
6/1/2021,91,Abhinav MANOTA,NZL,20507,20,58628
6/1/2021,92,Kim BRUUN,DEN,20400,17,96545
6/1/2021,93,Gergely KRAUSZ,HUN,20220,29,56755
6/1/2021,94,Joran KWEEKEL,NED,19938,22,62286
6/1/2021,95,Maxime MOREELS,BEL,19826,35,25625
6/1/2021,96,LU Chia Hung,TPE,19760,14,91254
6/1/2021,97,Artem POCHTAROV,UKR,19625,21,20301
6/1/2021,98,Arnaud MERKLE,FRA,19235,18,59543
6/1/2021,99,Osleni GUERRERO,CUB,19150,12,52364
5/25/2021,1,Kento MOMOTA,JPN,109118,15,89785
5/25/2021,2,Viktor AXELSEN,DEN,98486,23,25831
5/25/2021,3,Anders ANTONSEN,DEN,94875,24,91554
5/25/2021,4,CHOU Tien Chen,TPE,89828,25,34810
5/25/2021,5,Anthony Sinisuka GINTING,INA,82182,23,95661
5/25/2021,6,CHEN Long,CHN,78440,17,75787
5/25/2021,7,Jonatan CHRISTIE,INA,74770,23,73442
5/25/2021,8,LEE Zii Jia,MAS,69389,25,81561
5/25/2021,9,NG Ka Long Angus,HKG,69270,24,45171
5/25/2021,10,WANG Tzu Wei,TPE,63393,32,87375
5/25/2021,11,SHI Yu Qi,CHN,62061,13,57945
5/25/2021,12,Rasmus GEMKE,DEN,61070,26,62855
5/25/2021,13,Kanta TSUNEYAMA,JPN,58405,23,57823
5/25/2021,14,KIDAMBI Srikanth,IND,56499,26,93627
5/25/2021,15,SAI PRANEETH B.,IND,56467,22,42776
5/25/2021,16,Kenta NISHIMOTO,JPN,54233,24,85394
5/25/2021,17,LEE Cheuk Yiu,HKG,53961,23,94780
5/25/2021,18,Kantaphon WANGCHAROEN,THA,53571,28,92508
5/25/2021,19,Shesar Hiren RHUSTAVITO,INA,50630,24,81887
5/25/2021,20,Hans-Kristian Solberg VITTINGHUS,DEN,50108,23,53753
5/25/2021,21,LIN Dan,CHN,47670,20,50906
5/25/2021,22,Jan O JORGENSEN,DEN,47664,17,54431
5/25/2021,23,Lakshya SEN,IND,46597,23,68870
5/25/2021,24,Kunlavut VITIDSARN,THA,46348,22,64032
5/25/2021,25,Sitthikom THAMMASIN,THA,46257,23,58963
5/25/2021,26,LU Guang Zu,CHN,45869,19,77427
5/25/2021,27,Sameer VERMA,IND,45319,25,77003
5/25/2021,28,HUANG Yu Xiang,CHN,45000,17,71261
5/25/2021,29,Mark CALJOUW,NED,44619,28,76973
5/25/2021,30,PRANNOY H. S.,IND,43535,26,83950
5/25/2021,31,PARUPALLI Kashyap,IND,43440,25,53944
5/25/2021,32,Tommy SUGIARTO,INA,42400,18,14587
5/25/2021,33,Toma Junior POPOV,FRA,40958,23,61628
5/25/2021,34,LIEW Daren,MAS,40250,22,52864
5/25/2021,35,Sourabh VERMA,IND,40169,21,25925
5/25/2021,36,Brice LEVERDEZ,FRA,39804,30,52968
5/25/2021,37,Khosit PHETPRADAB,THA,39793,23,29449
5/25/2021,38,HEO Kwang Hee,KOR,38057,23,68718
5/25/2021,39,ZHAO Jun Peng,CHN,37395,14,95930
5/25/2021,40,Thomas ROUXEL,FRA,37137,25,38500
5/25/2021,41,Koki WATANABE,JPN,37126,15,97174
5/25/2021,42,LOH Kean Yew,SGP,36684,17,76115
5/25/2021,43,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
5/25/2021,44,Brian YANG,CAN,35188,31,63122
5/25/2021,45,Jason Anthony HO-SHUE,CAN,34990,30,93791
5/25/2021,46,WONG Wing Ki Vincent,HKG,34050,17,55280
5/25/2021,47,Misha ZILBERMAN,ISR,33774,26,52953
5/25/2021,48,SUN Fei Xiang,CHN,33690,15,57762
5/25/2021,49,Ygor COELHO,BRA,33059,24,96429
5/25/2021,50,Kodai NARAOKA,JPN,32787,13,62063
5/25/2021,51,Suppanyu AVIHINGSANON,THA,32486,21,46874
5/25/2021,52,Subhankar DEY,IND,31905,18,60967
5/25/2021,53,Nhat NGUYEN,IRL,31797,25,85095
5/25/2021,54,Pablo ABIAN,ESP,31530,31,14251
5/25/2021,55,LEE Dong Keun,KOR,30835,16,64933
5/25/2021,56,Toby PENTY,ENG,30289,20,88523
5/25/2021,57,Felix BURESTEDT,SWE,30201,22,83985
5/25/2021,58,Max WEISSKIRCHEN,GER,30043,24,84815
5/25/2021,59,Kevin CORDON,GUA,29232,15,54897
5/25/2021,60,Tien Minh NGUYEN,VIE,28955,16,14107
5/25/2021,61,Ajay JAYARAM,IND,28810,19,55351
5/25/2021,62,Victor SVENDSEN,DEN,27370,18,59420
5/25/2021,63,Chico Aura DWI WARDOYO,INA,27370,15,71408
5/25/2021,64,LI Shi Feng,CHN,27340,12,95476
5/25/2021,65,Xiaodong SHENG,CAN,27050,20,77143
5/25/2021,66,SON Wan Ho,KOR,26635,10,54346
5/25/2021,67,CHEAM June Wei,MAS,26190,17,92796
5/25/2021,68,Luís Enrique PEÑALVER,ESP,25810,30,71221
5/25/2021,69,Lino MUNOZ,MEX,25669,21,96461
5/25/2021,70,Kalle KOLJONEN,FIN,25142,25,92655
5/25/2021,71,Christo POPOV,FRA,24817,16,72885
5/25/2021,72,SOONG Joo Ven,MAS,24757,13,87117
5/25/2021,73,Kai SCHAEFER,GER,24680,30,20808
5/25/2021,74,LIN Yu Hsien,TPE,24460,13,91665
5/25/2021,75,Lucas CLAERBOUT,FRA,23974,24,89506
5/25/2021,76,Sergey SIRANT,RUS,23914,25,93878
5/25/2021,77,Lucas CORVEE,FRA,23890,18,89416
5/25/2021,78,Mads CHRISTOPHERSEN,DEN,23720,15,83938
5/25/2021,79,LIN Chun-Yi,TPE,23600,11,86114
5/25/2021,80,Ade Resky DWICAHYO,AZE,23276,25,78890
5/25/2021,81,Vladimir MALKOV,RUS,22695,22,51682
5/25/2021,82,Ditlev Jaeger HOLM,DEN,22590,15,90130
5/25/2021,83,B. R. Sankeerth,CAN,22240,34,61819
5/25/2021,84,Georges Julien PAUL,MRI,21459,19,64839
5/25/2021,85,Eetu HEINO,FIN,21110,22,54484
5/25/2021,86,Luka WRABER,AUT,21018,30,56274
5/25/2021,87,Timothy LAM,USA,20869,27,80787
5/25/2021,88,Iskandar ZULKARNAIN,MAS,20660,11,31871
5/25/2021,89,NG Tze Yong,MAS,20600,9,81362
5/25/2021,90,Raul MUST,EST,20543,20,51531
5/25/2021,91,Abhinav MANOTA,NZL,20507,20,58628
5/25/2021,92,Kim BRUUN,DEN,20400,17,96545
5/25/2021,93,Gergely KRAUSZ,HUN,20220,29,56755
5/25/2021,94,Joran KWEEKEL,NED,19938,21,62286
5/25/2021,95,Maxime MOREELS,BEL,19826,35,25625
5/25/2021,96,LU Chia Hung,TPE,19760,14,91254
5/25/2021,97,Artem POCHTAROV,UKR,19625,21,20301
5/25/2021,98,Osleni GUERRERO,CUB,19150,12,52364
5/25/2021,99,Chirag SEN,IND,18990,19,83657
5/18/2021,1,Kento MOMOTA,JPN,109118,15,89785
5/18/2021,2,Viktor AXELSEN,DEN,98486,23,25831
5/18/2021,3,Anders ANTONSEN,DEN,94875,24,91554
5/18/2021,4,CHOU Tien Chen,TPE,89828,25,34810
5/18/2021,5,Anthony Sinisuka GINTING,INA,82182,23,95661
5/18/2021,6,CHEN Long,CHN,78440,17,75787
5/18/2021,7,Jonatan CHRISTIE,INA,74770,23,73442
5/18/2021,8,LEE Zii Jia,MAS,69389,25,81561
5/18/2021,9,NG Ka Long Angus,HKG,69270,24,45171
5/18/2021,10,WANG Tzu Wei,TPE,63393,32,87375
5/18/2021,11,SHI Yu Qi,CHN,62061,13,57945
5/18/2021,12,Rasmus GEMKE,DEN,61070,26,62855
5/18/2021,13,Kanta TSUNEYAMA,JPN,58405,23,57823
5/18/2021,14,KIDAMBI Srikanth,IND,56499,26,93627
5/18/2021,15,SAI PRANEETH B.,IND,56467,22,42776
5/18/2021,16,Kenta NISHIMOTO,JPN,54233,24,85394
5/18/2021,17,LEE Cheuk Yiu,HKG,53961,23,94780
5/18/2021,18,Kantaphon WANGCHAROEN,THA,53571,28,92508
5/18/2021,19,Shesar Hiren RHUSTAVITO,INA,50400,23,81887
5/18/2021,20,Hans-Kristian Solberg VITTINGHUS,DEN,50108,23,53753
5/18/2021,21,LIN Dan,CHN,47670,20,50906
5/18/2021,22,Jan O JORGENSEN,DEN,47664,17,54431
5/18/2021,23,Lakshya SEN,IND,46597,23,68870
5/18/2021,24,Kunlavut VITIDSARN,THA,46348,22,64032
5/18/2021,25,Sitthikom THAMMASIN,THA,46257,23,58963
5/18/2021,26,LU Guang Zu,CHN,45869,19,77427
5/18/2021,27,Sameer VERMA,IND,45319,25,77003
5/18/2021,28,HUANG Yu Xiang,CHN,45000,17,71261
5/18/2021,29,Mark CALJOUW,NED,44619,28,76973
5/18/2021,30,PRANNOY H. S.,IND,43535,26,83950
5/18/2021,31,PARUPALLI Kashyap,IND,43440,25,53944
5/18/2021,32,Tommy SUGIARTO,INA,42400,18,14587
5/18/2021,33,LIEW Daren,MAS,40250,22,52864
5/18/2021,34,Sourabh VERMA,IND,40169,21,25925
5/18/2021,35,Brice LEVERDEZ,FRA,39804,30,52968
5/18/2021,36,Khosit PHETPRADAB,THA,39793,23,29449
5/18/2021,37,HEO Kwang Hee,KOR,38057,23,68718
5/18/2021,38,ZHAO Jun Peng,CHN,37395,14,95930
5/18/2021,39,Thomas ROUXEL,FRA,37137,25,38500
5/18/2021,40,Koki WATANABE,JPN,37126,15,97174
5/18/2021,41,LOH Kean Yew,SGP,36684,17,76115
5/18/2021,42,Tanongsak SAENSOMBOONSUK,THA,36460,17,54513
5/18/2021,43,Toma Junior POPOV,FRA,36458,22,61628
5/18/2021,44,Brian YANG,CAN,35188,31,63122
5/18/2021,45,Jason Anthony HO-SHUE,CAN,34990,30,93791
5/18/2021,46,WONG Wing Ki Vincent,HKG,34050,17,55280
5/18/2021,47,SUN Fei Xiang,CHN,33690,15,57762
5/18/2021,48,Kodai NARAOKA,JPN,32787,13,62063
5/18/2021,49,Suppanyu AVIHINGSANON,THA,32486,21,46874
5/18/2021,50,Misha ZILBERMAN,ISR,32144,25,52953
5/18/2021,51,Subhankar DEY,IND,31905,18,60967
5/18/2021,52,Nhat NGUYEN,IRL,31797,25,85095
5/18/2021,53,Pablo ABIAN,ESP,31440,30,14251
5/18/2021,54,Ygor COELHO,BRA,31409,23,96429
5/18/2021,55,Toby PENTY,ENG,30289,20,88523
5/18/2021,56,Kevin CORDON,GUA,29232,15,54897
5/18/2021,57,Felix BURESTEDT,SWE,29121,21,83985
5/18/2021,58,Tien Minh NGUYEN,VIE,28955,16,14107
5/18/2021,59,Max WEISSKIRCHEN,GER,28813,23,84815
5/18/2021,60,Ajay JAYARAM,IND,28810,19,55351
5/18/2021,61,LEE Dong Keun,KOR,27605,15,64933
5/18/2021,62,LI Shi Feng,CHN,27340,12,95476
5/18/2021,63,Xiaodong SHENG,CAN,27050,20,77143
5/18/2021,64,Victor SVENDSEN,DEN,26730,17,59420
5/18/2021,65,SON Wan Ho,KOR,26635,10,54346
5/18/2021,66,Luís Enrique PEÑALVER,ESP,25810,29,71221
5/18/2021,67,Lino MUNOZ,MEX,25669,21,96461
5/18/2021,68,Kalle KOLJONEN,FIN,25142,25,92655
5/18/2021,69,Christo POPOV,FRA,24817,15,72885
5/18/2021,70,SOONG Joo Ven,MAS,24757,13,87117
5/18/2021,71,Kai SCHAEFER,GER,24680,29,20808
5/18/2021,72,LIN Yu Hsien,TPE,24460,13,91665
5/18/2021,73,Sergey SIRANT,RUS,23914,25,93878
5/18/2021,74,Lucas CORVEE,FRA,23890,18,89416
5/18/2021,75,CHEAM June Wei,MAS,23630,16,92796
5/18/2021,76,LIN Chun-Yi,TPE,23600,11,86114
5/18/2021,77,Ade Resky DWICAHYO,AZE,23276,25,78890
5/18/2021,78,Lucas CLAERBOUT,FRA,22894,23,89506
